,Brand,Headline,Review,Grade
1877,Factor_,Best collection of different entrées!,,5
1878,Factor_,Being charged for meals they do not…,Being charged for meals they do not ship and must call to get a refund. How do that not know they don’t ship and issue an automatic refund,3
1879,Factor_,The food is very tasty.,,4
1880,Factor_,The CS rep responded quickly to my…,The CS rep responded quickly to my question and issue was resolved in less than 3 minutes.,5
1881,Factor_,Best taste in the game,"Factor is easily the best tasting meal delivery/prep service I've ever used. The only reason I don't give 5 stars is because I don't feel they offer any reduced/low fat options. Other than that, the meals are perfect!",4
1882,Factor_,Great meals delivered in perfect shape,,5
1883,Factor_,Order was late,Order was late - had to be trashed. Tried cancelling 2nd unintentional order .. wouldn’t refund or cancel or allow me to modify meals.,1
1884,Factor_,The food is absolutely delicious,"The food is absolutely delicious!  It turned out to not work well for me due to my job's travel schedule.  But, once travel resumes, I'll be back!",5
1885,Factor_,Love the meals but also have some thoughts ….,"Love the freshness and healthiness to the meals. My only complaints are when they have an issue with an ingredient and don’t send out so many meals depending on the ingredient. Also, I wish they had more meal options to choose from.",4
1886,Factor_,Food is better than frozen,"Food is better than frozen, not as good as takeout or home cooked. Filling but skimpy on the vegetables.",4
1887,Factor_,Best prep meals ever!,This has been one of my best experiences with food prep ever. The flavor of the food is amazing and fresh. The two minutes in the microwave is a plus also. This has made my life easier with balanced meals.  Way to go Factor!!!!,5
1888,Factor_,Mostly awesome.,"Service and food are great. The app on my phone is a little wonky, usually takes me a couple of tries to not keep going back to preselected meals. Only other hiccup was a recall of a meal I purchased, have not seen a credit yet.",5
1889,Factor_,Too much chicken. I have no complaint about how your…,"I have no complaint about how your system operates. It is very efficient but it is not what I need. For one thing there is too much emphasis on chicken. After spending two years in Kurdistan and having to eat chicken nearly every meal, I am worn out on chicken. In fact, you have provided me with chicken for over half my meals. I therefore choose to ask you to close my account. No more chicken.",5
1890,Factor_,The food is delicious,"The food is delicious, healthy and easy to prepare.  I love it",5
1891,Factor_,Bad experience,"Bad experience. Missing meals, missing add-ons that were supposed to replace missing meals, failed promises from customer service, incorrect refund amounts....Factor had been a headache.",1
1892,Factor_,Meals are very tasty and satisfying,Meals are very tasty and satisfying.  Communication regarding shipping is excellent,5
1893,Factor_,Meals are not worth the money spent,"The meals are good, not great. Portion sizes are small and overpriced. The premium charged for the filet mignon was a waste of money.The filet was small, overcooked, and dry. The pork tenderloin and pork chops were overcooked and dry. One meal with shredded chicken had less meat than a chicken thigh.Most of the meals had broccoli or green beans for vegetables.The green beans were often stringy with stems still attached. The service is sporadic. Of the four boxes I ordered, three had missing meals. The last box had one missing meal and one meal with a cracked tray.I had to call customer service each week. I wanted to like the service but was disappointed with the weekly hassles and quality of the food.In the end I wound up spending more money on the meals than I would have if I prepped them myself.",3
1894,Factor_,Good delivery,"Good delivery, meals are tasty and well proportioned.",5
1895,Factor_,The meals are delicious!,,5
1896,Factor_,It’s more cumbersome than it needs to…,It’s more cumbersome than it needs to be you should be able to pick entrées that they just rotate through rather than confirming every week what they’re going to send you there’s certain things I don’t eat that I would never eat for example like fish so just remove fish from my selections always,3
1897,Factor_,Food is delicious,"Food is delicious, great variety and the delivery is fast and easy.",5
1898,Factor_,Fresh and delicious,I can't speak for every meal but the ones that I have chosen are super delicious. I love that the food is delivered to me fresh and ready for the refrigerator not the freezer. The selections and portions are perfect for me.,5
1899,Factor_,Still hungry,"The meals are delicious, flavorful, healthy, and well proportioned. I would give it four stars because I am still left feeling hungry and need to supplement with a salad, bread, or dessert, to feel satisfied with it being a meal.  I could wish they would come with less packaging. The boxes are heavy with all the ice and puts a burden on our postal system.  I do love the convenience though.",4
1900,Factor_,Getting better!,,3
1901,Factor_,Bird Brains,"It seems like I don't always get what I order. I order beef and get chicken, chicken, chicken. More pasta dishes would be nice. How about sending exactly what I order? And expand your selection of breakfast meals.",3
1902,Factor_,So worth it,Not only is Factor convenient but the meals are absolutely amazing!,5
1903,Factor_,Food selection is fantastic,Food selection is fantastic. Every mealThat I ordered was delicious.Food arrives on time. Website very Easy to use to change meal plans.Keep on doing what your doing.Don’t change anything.Thank you,5
1904,Factor_,"Very tasty, kinda pricey","Very good flavors (I had the keto meals)I did not like their billing - they need more transparency.  I ordered 4 meals but only got 3 (on 2 occasions) which they acknowledged and said they would credit me for.  However, I got charged the same and they didn’t provide any invoice showing that I had received any credit for the missing meals.  They need to cheat the paying customers so they can provide free meal deals to new customers..??Update:  after I cancelled the meals and got my credit card statement, I could see on there that they had credited my account for the meals that were not sent.",4
1905,Factor_,Has made losing weight and getting…,Has made losing weight and getting healthy a no brainer!,5
1906,Factor_,Packaging and delivery,"Delivery notes request to deliver to the back patio, but they are coming to the front porch.Food is good, wish there wasn’t so much packaging to deal with, feels like a lot of waste and the ice packet recycling is a pain.",3
1907,Factor_,From one to 5 stars,"Since i reviewed Factor my issues were addressed. The staff was very apologetic and swiftly reimbursed me. I have ordered from factor in the past and was very  satisfied. (Two weeks in a row I did not receive my order. I was credited for the first week but not yet for the second week. I figured something must be wrong so I checked my delivery address...it was blank. Shouldn't someone check these things? I have an order in for the 9th, here's to hoping I will finally get my order. 3rd time is a charm they say!☆",5
1908,Factor_,Great variety!,Factor has been great. It’s convenient and the delivery is always on time. The meals are delicious and they have a wide variety to choose from. I would have given 5 stars but on my third delivery I was shorted 2 meals.,4
1909,Factor_,The meals have too much garlic,,5
1910,Factor_,They have a LOT of great choices AND…,They have a LOT of great choices AND their food is very tasty.,5
1911,Factor_,I have quit Factor mainly because they…,I have quit Factor mainly because they never responded to me when I said my last shipment was missing two meals.  I sent a message three times.  So that was my last to do with Factor.,3
1912,Factor_,I emailed the customer service team…,"Edited Review: Their Food Safety Team contacted me after my review and conducted a thorough investigation of my experience. It meant much to my trust in the company that they not only conducted a thorough line of questioning and root causing, but also made it right for me in the end. Thank you for reaching out!Original Review: I emailed the customer service team about the undercooked chicken, and they never responded to me. Really makes me lose trust in the company.",5
1913,Factor_,A lot of the meals are frankly gross,"A lot of the meals are frankly gross, and for that price, I could have bought a much tastier (and better portioned) meal from a restaurant! I typically think the portions are too small (like 1 small chicken breast with 6 small pieces of broccoli and 3 grape tomatoes). The chili has been adequately portioned, but the sides are always soggy and yucky tasting, and don't fit with the meal-like that chili had taste but no crunch, it would have been great in a lettuce wrap. Plenty of times though, it is not tasty-it's steamed green been or green pepper flavor, even if there are neither ingredient-that type of stringy, wet, mushy/soft airplane food has hit the mark far more frequently than any of my Factor meals have. Unfortunately my favorite (and only meal I really liked-liked) was the small one-piece-chicken, 6-piece-broccili/3-grape-tomatoes, and while flavorful, the proportions were horrible! And that's the ONLY meal I've really liked. Others like the chili I've been OK with... I can't honestly think of another that I've been OK with, they've all been really bad for the most part! It makes me wonder where these reviews are coming from! EXORBANTLY priced, typically WAY too small portion, everything tastes the same-yuck-worse-than-airplane-standard, overall Factor has been horrible. Oh yea! And the undercooked chicken last week that no one emailed about but was definitely undercooked. Seeing that they have emailed in the past about undercooked meat (it wasn't from one of those meals they emailed about) apparently it's common. This test will be coming to an end soon, and I can only say that if you don't have meals on wheels and can't taste anything and have cash to blow, maybe it's a better alternative for you.",2
1914,Factor_,Delicious and Convenient,"The food is delicious, and everything is so fresh! Packaged very well. I love that all I have to do is poke a couple of holes in it, stick it in the microwave for 2 min, and I have a fantastic meal!",5
1915,Factor_,Service Integrity,"Notification of delayed delivery, food Kept cold hours with ice pack. Order complete and correct.",5
1916,Factor_,Very pleased with the quality of the food.,Enjoyed each meal I’ve received.,5
1917,Factor_,I did not receive the full 10 meals and…,I did not receive the full 10 meals and was charged for all 10,1
1918,Factor_,Magic meal prep...yes please!,"High quality pre made meals made easy! Great value great variety fantastic packaging. I live outside the city far away from grocery stores, Factor was THE solution for me also saves me time & fuel win win! Strongly recommend 👍👍👍🔥🔥🔥🔥",5
1919,Factor_,Factor has restaurant quality meals!,Fantastic food like I was at a fancy restaurant.Cooks in 2 minutes and no dishes to wash.What a fantastic service Factor has!,5
1920,Factor_,Good Quality and Fair Prices,"Food quality is good, prices are fair and shipping is quick and reliable. I ultimately had to stop service for now due to personal reasons, but I will return in the future.",5
1921,Factor_,Decent food but mediocre service,Food is pretty good but we've had problems with service and credit for issues we've had. May want to wait until the work out their support and consistency better.,3
1922,Factor_,Great Experience!,"Enjoy the meals, efficiency of the delivery, and the flexibility to skip deliveries, but the prices are pretty steep.",4
1923,Factor_,Meals are good and nutritious,"Meals are good and nutritious. Provide a good variety of options. Recommend you choose options, must make selections before every weds, you can select meals for at least 3 weeks out. So far meals have been delivered on time.",5
1924,Factor_,The food is amazing,,5
1925,Factor_,"Excellent meals, excellent customer service",The food that I’ve chosen has been tasty and easy to prepare. There was a delivery error and I was able to get it resolved satisfactorily with the chat. Would definitely recommend,5
1926,Factor_,More trouble than it’s worth,"More trouble than it’s worth. The food is tasty, but I’ve had more issues than a little. I was incentivized to jump at free wellness shots. I have yet to receive any first due to limited availability and then because they only preselect my meals and not shots. Imagine which I’m more particular about.Then, I got a box with only ONE meal in it. One, not four. I was issued a credit so instead of getting my actual money back for replacement groceries, I must now risk disappointment yet another time. Also, I have tried multiple meal services. HelloFresh gave me practice cooking. Hungryroot has powerful meal customization. And Factor is expensive tv dinners so you can say “fresh not frozen.”",2
1927,Factor_,Oops. Mistake made but you corrected quickly.,Received only 3 in box. Weren’t boxes I had chosen. Some meals to my liking others not. Customer service handled problem courteously and well.,3
1928,Factor_,Food is fresh and full of flavor,Food is fresh and full of flavor! Amazing,5
1929,Factor_,Good stuff!!,The food is tasty and of good quality. I am doing keto and it has been such a great help not having to prepare the meals myself!,4
1930,Factor_,the food quality was disappointing,"the food quality was disappointing.  while the proteins were sufficient portions, the veg side dish seemed to be a scant 2 tablesooons of food.  it could do with a generous portion of a cleaner more vibrant veg option.and low sodium would be a nice touch- every dish was so incredibly salty.those two points were the main reason i decided to cancel.",2
1931,Factor_,FACTOR IS GOOD.,"The meals are good, quite tasty with plenty of options. The portions are sensible, not small but not too big either, think 500-800 calories. The delivery is timely and the packaging is bulletproof.",5
1932,Factor_,Meals are good but sometimes too much,"Meals are good but sometimes too much, I’m under 5 ft and 100lbs. Sometimes i can’t finish and will save it.Some are too salty.Would like to see vegetarian with tomato sauce.Protein shakes are very good, Not too heavy.The last box came with foilinsulation which a plumber use to insulate a wall when he put in a new water heater.",4
1933,Factor_,The food tastes great,"The food tastes great! The meat is moist and tender, the veggies are cooked just right and it’s convenient!",5
1934,Factor_,Full of flavor!,The meals are full of flavor. Meats are perfectly cooked. It is very easy to order. My delivery was wrong 1x. I got on the app and explained my box was 5 meals short. I recieved a refund immediately.,4
1935,Factor_,Great quality of food,"Great quality of food! Easy and quick to prepare. The thing I wished is they change the sauce, they are not bad just mostly taste the same.",4
1936,Factor_,Limited selection,"Limited selection. Selections are the same every week, no new menu items.",3
1937,Factor_,"The food is tasty, but errors in delivery","The food is tasty, but 3 out of the 4 weeks our delivery was either missing meals or had incorrect ones. Customer service quickly refunded the missing items, but I would rather the shipments were correct.",3
1938,Factor_,"It's ""Okay""","The meals are... okay. Not the best, but acceptable. I'm not sure what I expected for $12 a meal, but I wish they were better. I want more protein, less carbs (and less sauce!). Will stick with it a few more weeks and see if I can figure out the best meal options for me.",3
1939,Factor_,Easy lunches,I get factor meals to take for my lunches at work. They are good and it makes my mornings easier since I don't have to prepare a lunch.,4
1940,Factor_,Updated review,"I had previously left a poor review for Factor meal delivery service.  They have since rectified the issues.  Their customer service is very good.  The meals are delicious.  However, we probably will not continue because my family are big eaters and the portions are not overly generous...my husband and son will eat two of these meals each as their dinner, making it too expensive for us.  If portion size is not an issue for you, go for it...as I said, the food is very good.",3
1941,Factor_,"Food is unhealthy, site is confusing","I think a website is very confusing. I selected 20 meals what I thought was per month, turned out to be per week. Could not, for some reason, figure out how to make changes to the menu, so I ended up with 20 meals to eat until next Wednesday. And week after that. That's not even the worst part. All the meals contained a life threatening amount of fat. Each meal has 100% DV of saturated fat, and 50-70% of cholesterol!!! Didn't taste too bad, but I got a stomach ache and nausea  afterwards both times I ate their meals. It was too late for me to cancel my next order, so now I'm stuck with 40 boxes of ""food"" I can't eat worth over $320.",1
1942,Factor_,Box Never Arrived,"Tried them for first time. Ordered a week of meals x 2 and never got them despite repeated calling. Kept being told the box was ""in transit"". They issued a refund. Update:  Factor is trying to get this review taken down, acting like they don't know who I am. They can't figure it out? A brand new customer who doesn't get their very first order? There shouldn't be too many of those. Or maybe there are.",1
1943,Factor_,Meals are good and delivered on time.,I enjoy the food and it makes my life easy.,5
1944,Factor_,"Great food, terrible support","First, the food is great.On the negative side, Factor tells customers very little about the different meal plans they offer. How do the plans differ in terms of macronutrients or total calories? Factor doesn't know. Does the plan usually come with fish each week? ""It depends."" Factor gives customers almost no information on what to expect each week, unless you log into your account and adjust the meals manually each week, which I don't want to do.Factor support has been, in my experience so far, terrible. I reached out via email, they replied but did not answer my questions, I replied to the email, and then I never heard back from them. I called the support phone number and had a similarly frustrating experience. Poor communication, not much help.",3
1945,Factor_,Advertise themselves as healthy,"Advertise themselves as healthy, but their food is loaded with saturated fat unless you go vegan. If you want high protein, but you don't want dairy fat, you're SOL. Also, they sent out a batch of recalled meals. They refunded me for the recalled meals -- but no way I'm eating the other meals now. They would not refund my order.",1
1946,Factor_,It is so easy and the food is…,It is so easy and the food is delicious!!,5
1947,Factor_,This company is really bad I will give…,"This company is really bad I will give a review in seven other places, because I know they can delete this one hereI have cancel my account, but they don’t want to stop it and keep sending food and charging my card. I will cancel on the card now and give a review in all the platforms.",1
1948,Factor_,Never hot any vegetable other than…,Never hot any vegetable other than broccoli.  Got real tired of that.,3
1949,Factor_,My Experience With Factor,"We have really enjoyed the meals and having them delivered right to the house.  I have been having some health issues and it is so nice to be able to take them out of the refrigerator, place them in microwave and then enjoy eating them.Karen Wenger",5
1950,Factor_,Great food,"Great food, handled with care. Just a little pricey.",4
1951,Factor_,They used to be a good company,"They used to be a good company, but over the last month, things have gotten bad. Missing meals, recalls after eaten, and today….meals arrived with cracked/broken containers and had to be thrown out…..account cancelled.",1
1952,Factor_,I am a big fan of my factor meals,"I am a big fan of my factor meals. They make everything in life much easier. I have only had one meal I was not as big of a fan of but it wasn’t bad, just not my taste. In terms of improvement, I wish they had a greater variety of vegetables. There seem to be many meals with green beans but not as many other veggie options, which can get a little monotonous. Also, the plastic can be hard to get off at times and I cut my finger on the side of the plastic twice. Otherwise, I think that they have a great system and I will be continuing to use their service long term.",4
1953,Factor_,why did i receive only 5meals istead of…,"why did i receive only 5meals istead of 6?and i was unaware i was even receiving this weekand i keep getting sent the same meals  i need to know how to have better correspondancewhere can i send this complaint,inquiry ?",1
1954,Factor_,Was sent the incorrect meals,"Was sent the incorrect meals, called and my money was refunded. I have enjoyed every meal thus far! Keep up the good work!",4
1955,Factor_,The quality of the food,Ordering is easy and they have a good selection to chose from.,5
1956,Factor_,The meals were okay,"The meals were okay, nothing special. My first box got delivered with no issues and it was genuinely nice to not have to cook for the week. My second box was never delivered. I was never contacted and when I reached out to the company (after 8pm since it was supposed to be delivered by 8pm) I was told that the driver had returned it to the warehouse and they would credit my card on file for the meals. This was frustrating as I worked the next day and didn't have time to go food shopping - as I thought I had 10 meals arriving.The next week half of the chicken meals were recalled for being undercooked.I appreciate the transparency and the good customer service. But I probably won't be using them again.",3
1957,Factor_,Really unimpressed,"Really unimpressed. The delivery was late so I had to go shopping therefore ended up wasting food because there was no ETA on when my delivery would arrive. The quality of the food was ok. The shakes, however, specifically the chocolate ones had a really strong, chemical smell to them that I ended up dumping all of the chocolate shakes. I think the vanilla and coffee shake was the only ones I liked out of the entire box.",1
1958,Factor_,I don’t give five stars unless…,I don’t give five stars unless something extraordinary occurs.,4
1959,Factor_,Want to pay $13 for a TV dinner and…,Want to pay $13 for a TV dinner and have the worst customer service? This is the company for you!Edit: Now this site sent me an email saying that Factor is trying to take this review down. That explains why there are so many positive reviews I guessEdit2: The shipment that customer service guaranteed me that they would cancel didn't get canceled. If I could give 0 stars I would.,1
1960,Factor_,Food is good. Delivery needs work.,Food is great and good for keto etc. Delivery has been questionable. 50/50 due to missing items and arriving a day late. Worth it so far. Customer service has been good.,4
1961,Factor_,The food is delicious and easy to…,The food is delicious and easy to prepare.,5
1962,Factor_,Last couple of meals had a small piece…,Last couple of meals had a small piece of chicken and hardly any veggies. texture was not right.,2
1963,Factor_,"Better meals than I can conjure up myself, at less than fast food!","The program allows me to have something different for every meal. Other programs only sell meals for two - when you live alone, then you better like duplicate meals. Factor meals are right sized, delicious, and the value is better than any drive-through, plus they are real food, not processed.  The meals come fresh, not frozen and stay fresh!  I really love the program.",5
1964,Factor_,Extremely tasty food and lots of…,Extremely tasty food and lots of variety. Much better than any other program I have tried through the year. Easy and mainly the food is really good.,5
1965,Factor_,New to program not impressed,"Delays during the holiday season, your livelihood is delivering meals, I was surprised by all the delays.Recalled food, after delivery. Delivery of recalled food a week after the release went out pertaining to the recall. I'm new to the program and currently am not impressed with the service. Salmon is hardly ever available, sold out most of the time. I am not sure I will be continuing with the program not because of the above mentioned issued but because I am not good at picking out what I would like to eat that far in advance. That's on me not Factor.",2
1966,Factor_,On my order on 2396120392888 I only got…,On my order on 2396120392888 I only got 4 meals   On order 2396120959271 I only got 5 meals..    on order 2396121199016 I only got 4 meals.  On order 2396121585880 I finally got 6 meals!  Not happy with this company.  I want to end my subscription! Thank you,1
1967,Factor_,Resolved our issue quickly and…,Resolved our issue quickly and efficiently.,5
1968,Factor_,fraudulent credit card charges,"continues charging my card; admits my account was closed on 12/14/2023. continues charging me about $200/week. tells me it’s my fault for not managing a weekly order before their cutoff. oh ok!!! cool! with what account, since i DONT HAVE AN ACCOUNT? i ended my subscription 12/14/2023 and factor continues to steal my money with fraudulent charges.",1
1969,Factor_,You ignored my instructions and…,You ignored my instructions and continued to send more meals more often than I requested.,2
1970,Factor_,Great tasting food. Not so good delivery results.,"Great tasting food. Fantadtic!. Delivery has been challenging. 2 late boxes, 1 box showed up missing 1 item and another item was recalled. This part hasn’t been so great.",4
1971,Factor_,My Punishment,I felt the lady was rude and didn't care how I felt.i made a mistake 1 time got confused and forgot to place my order. And thought at least whatever  they brought me it should of at least been split up to where I was eating different food for the week. I get .I made a mistake. But for 17 meals they gave me 5choices. The scolded me like I was a child.,1
1972,Factor_,Great customer service,,5
1973,Factor_,On time delivery,On time deliveryChoices are repetitive,4
1974,Factor_,The boxes wouldn’t stop and I was not putting in a order!,"The first box I got said that if I wanted to continue the program that I needed to make an order by Tuesday. I called and said I would be out of the country so I would not be making a decision until I return. Without me sending in an order a box automatically started coming to my house. I was not here. I called customer service to stop the box. They assure me that the box would be stopped. The box would return three weeks in a row. They told me to donate the box to somebody. I was out of the country so I wasn’t able to do that. When I returned I had to call several times before they stopped sending the box. This is very frustrating and demeaning to me where you’re assuring me that the box will not show up at the house the box kept coming. I finally canceled whatever you had gone through my credit card by going to the bank and spending three hours trying to figure out what was going on PERIOD. Your advertisement says if a person doesn’t make an order by Tuesday that they won’t receive an order that we may have to wait a week to get another order. This process should not be automatic first you should not be picking food for me. Secondly, you should not be spending my credit card without my permission so the weekly check in for the weekly Order would give you permission to charge my charge card and tell you what I would want . I was out of the country for a month and this was very very demeaning. To me wasting food is to me is a sin and a shame . I was very disappointed in the whole process. Thank you for the opportunity to share this with you and your company.",1
1975,Factor_,Unable to trust the food,Unable to trust the food. Food recalls for undercooked chicken.,1
1976,Factor_,This works!,Love the food. Tons of flexibility. Most importantly though my blood sugars are so much better controlled and that is priceless. Oh and I'm not plagued with the crazy pm cravings that plagued me every night for what feels like years. Thank you!,5
1977,Factor_,So far all of the meals have been…fantastic,So far all of the meals have been delicious. I’ve ordered 5 times and including the holiday delays it has all been great.,4
1978,Factor_,Tastes like a successful company,Incredible! I'm a total food snob and was very skeptical but this... I'm impressed! Great work Factor team! Your food is amazing and tastes like you care about your company.,5
1979,Factor_,Customer service???,Duplicate deliveries.  Cancelation of my account by myself still got charged and sent a delivery.  NO response from customer service when complaint sent via email,1
1980,Factor_,Food was delicious.,,4
1981,Factor_,Your meals have been so delicious,Your meals have been so delicious. I haven’t found one that I didn’t like and I am a picky eater. It is so nice to have prepared meals so I don’t have to cook or order fast food. Delicious!!!,5
1982,Factor_,I love the food,,5
1983,Factor_,good food,"Good food, worth your efforts",4
1984,Factor_,Food is excellent,"Food is excellent, great choices, and delivery is fantastic.",5
1985,Factor_,Inconsistent,I received 3 weeks of meals. 2 weeks the delivery was late and there was an email notification regarding undercooked food.,3
1986,Factor_,Tasty meals but that’s where the…,"Tasty meals but that’s where the positive ends. With the  high amounts of sodium and cholesterol if you weren’t already on high blood pressure and high cholesterol meds before you started eating these meals your doctor will prescribe them for you at your next appointment. Once the discounts run out the meals average out to approximately $16.60 per meal, I can order out cheaper than that with more and healthier food. One my 1st order they missed a meal and didn’t have the decency to credit the $ back to me.",1
1987,Factor_,"Poor execution, good concept","Of my five deliveries there’s been a problem with four - delivery was a day late, or missing a meal, or a meal replaced without notice, or items were undercooked by the supplier and had to be thrown out. Reliability seems to be a big problem here, which is a shame - the flavors and convenience are great, IF you get what you’ve ordered and there are no problems with it.",3
1988,Factor_,Many meals had to be thrown out due to…,"Many meals had to be thrown out due to recalls, and the meals I did eat made me ill.I've enjoyed the convenience and 1/2 of the meals I've had. I don't think it's worth the money.",2
1989,Factor_,Just 2 weeks in...,"I've only been getting Factor meals for a couple weeks now, so I'm still early in it. So far it's all been good!! No complaints yet at least.",5
1990,Factor_,Call Co Service about an order,"Call Co Service about an order, gent was not at all  helpful.. Gave wrong info. Management asked for my inputs and issues will be resolved.Products are so good",2
1991,Factor_,I'm really frustrated with Factor75,"I'm really frustrated with Factor75. Twice now, they've messed up my orders, either sending wrong or damaged meals. What's more aggravating is their 'credit' system – you can't even use it straight away due to constant 'discounts.' This means I keep paying for months without benefiting from the supposed credit. Just recently, they didn't ship my entire order, sent me chicken despite my vegetarian diet, and the products were damaged. It's incredibly frustrating and dealing with their service has been a headache. The food is good though.",2
1992,Factor_,Great healthy meals but order is always missing meals,"So far I have really enjoyed the meals that I have chosen.  The ingredients are fresh and the flavors are great.  I feel full after eating each meal.  I find that heating each meal up is quick and easy, I heat them up on the stove top.  My only complaint is that I have been receiving boxes for 6 weeks and only one week have I actually been given all the meals that I selected.  Every week there is one or two meals missing.  I ordered a special holiday meal, and the dessert was missing.  It’s really disappointing.  The last box I received was the first time that they notified me before I got my box that a meal was missing.  For all the others I had to call in.  It would be nice to be able to choose a backup but I’m sure that would be difficult for Factor.  I get reimbursed for the missing meals, I just wish they would all be there.  Because of that it’s hard for me to recommend this to my friends.  What do I tell them, great meals but you’ll never get all the meals you order.  Yikes.",4
1993,Factor_,Amazing Taste!,I've been pleasantly surprised at how good the meals are. Since they are pre-cooked I thought that microwaving them would make them taste horrible since that's my experience when I re-heat food that I have made from scratch.  There hasn't been a meal that I disliked.,5
1994,Factor_,Delivery should be verified by photo.,"I enjoy the quality of the meals and the packaging is up to par, however the package being left outside of the apartment building, being put at risk of being stolen is a serious issue that will likely make me cancel my subscription.",3
1995,Factor_,Enjoying Most of the Meals,"Several meals had meat that was too fatty or grisly.  I was quickly reimbursed.  Seems like too many meals have lots of cream or cheese.. too rich for me.  Overall, I do enjoy most of the meals and am learning how to be more selective with the menus.",3
1996,Factor_,Food is fantastic and tastes great,Food is fantastic and tastes great. Perfect portions to fill you up and make you feel full longer from the good food.,5
1997,Factor_,The food is delicious,The food is delicious! I had an issue with one of my orders and customer service took care of it immediately! The app is user friendly and the variety is plentiful,5
1998,Factor_,The food is actually very good,Easy and delicious. I like that I can choose which meal I want,5
1999,Factor_,Timely fresh food,Factor delivery is timely and the product remains fresh for several days. The convenience is great when time to cook is  problem.,4
2000,Factor_,The food is magnificent and fresh,The food is magnificent and fresh!  Wish there was just a little more of it in each package.A lot faster and easier than trying to cook everything yourself like I used to from another service.,4
2001,Factor_,We enjoyed all the meals.,,5
2002,Factor_,I’m closing,I’m closing my account and they keep sending me a delivery.what’s going on factor. It’s just like couldn’t canceled anything definitely bs Factor company,1
2003,Factor_,"The food is fresh and has great favor, however...",The food is fresh and has great favor. It is convenient and timely. I would have given you the highest marked but I don't like that I can only delay service for a week. I don't want to order weekly and there needs to be a way to order on my schedule.,4
2004,Factor_,All the food is great,"All the food is great! We rated them on a scale of one to five, and I think there was only a few that were four the rest were all fives! Probably the best food delivery service that we’ve used!!!",5
2005,Factor_,Delivery is always great and food is…,Delivery is always great and food is always great as well,5
2006,Factor_,Satisfied Customer,"Easy, fast, healthy, and delicious. What more can I ask for after working all day.",5
2007,Factor_,Great food and such a time saver,The food is so good!  Portion sizes are generous.  It is such a time saver for me as I am caregiver for my spouse in our home.  We can eat healthy and delicious food and it makes things a lot easier at the end of the day.,5
2008,Factor_,Several of my dinners were recalled…,"Several of my dinners were recalled because of chicken products. Money was returned to me but I was inconvenienced and had to buy additional groceries to cover those meals.  The food itself has been very good and I have enjoyed it.  Last week, I only received 6 out of 8 meals again I assume because of the chicken products.  Packaging on one of my dinners was broken and because I didn’t know if it could be contaminated, I choose not to eat it.This all occurred over the Holiday Season and I expect these issues will right themselves during less hectic times.",4
2009,Factor_,Love!,"The meals are fresh, the taste is great, not bland at all. I'm on my third batch of meals so far and I haven't received a single meal that I didn't love.",5
2010,Factor_,Factor meals taste great,Factor meals taste great and are always delivered on time.,5
2011,Factor_,We have received 3 boxes of meals all…,"We have received 3 boxes of meals all late. Meals are ok but have too much seasoning for us. Also a recall on dinners we ordered, which we understand is not all your fault. We gave out the coupons to friends so they could try the meals but I unfortunately cannot continue to buy from this company.",2
2012,Factor_,Good food & so convenient,Good food & so convenient. LOVE my factor meals.,5
2013,Factor_,Factor experience,The meals were delicious and the service was excellent.I highly recommend this company,5
2014,Factor_,Great tasting meals!,Great taste. So convenient too!  We love the smoothies too!,5
2015,Factor_,STAY AWAY,Scam company. They didn't send one of the meals and told me they'd refund me $16.  I was only refunded $10.  I sent my friend signup link and they shorted him TWO meals and then refused to make it right.  A second friend signed up and they cancelled the account with no warning for no reason. Terrible customer service through a third party that can't actually do anything to help. STAY AWAY,1
2016,Factor_,Quality of Food,"Overall, the food is good quality. Fresh and good flavor.",5
2017,Factor_,"Food is delicious, just pricey","Food is delicious, just pricey.",4
2018,Factor_,DO NOT order from this place if you are vegan,i wish i could give this stupid company no stars. DO NOT order from here if you are vegan. they will send you non vegan meals and then refuse to refund you. horrible company.,1
2019,Factor_,Great and quick meal kit company.,"Food is delicious! Can be a little pricy, without a promo code, so I don't use every week. However, when in a bind for a week of quick dinners, can't go wrong with Factor meals.",5
2020,Factor_,GREAT FOOD!!,"First of all, the food is delicious. The customer service is always available and very helpful. Finally, the deliveries are always on time. Thank you for making my life a little easier.",5
2021,Factor_,Baited,"Signed up using their promotion of 50% first box.  The meals were around $13.50 in full price.  I ordered 6 meals in the first box with the applied 50% discount.  Surprisingly, I only received 4 out of the 6 meals.  Factor will bait you into signing up for their program and bite the costs of the first 50% off by not sending the complete box.",2
2022,Factor_,Way to pricey,,1
2023,Factor_,Very tasty!,,5
2024,Factor_,Food is great and with my busy work and…,Food is great and with my busy work and school schedule factor meals help me eliminate prep work,5
2025,Factor_,Contaminated chicken sent with no…,Contaminated chicken sent with no customer support last two weeks. Not clear that new box with same meals were to be tossed. No reply from customer service. No refund. Messaged to cancel and cancelled on app continue to receive communication.,1
2026,Factor_,Boxes not showing up,I had 2 of my 3 boxes not show up. This is directly why I cancelled my plan and am telling everyone I know to avoid it. :),1
2027,Factor_,The food is delicious,The food is delicious!  I love having a good meal without  a ton of prep and loads of dishes.  Some days you just need to come home and sit down together.  Factor lets us do that even though we are crazy busy most of the time.,5
