,Brand,Headline,Review_not_corrected,Grade,Review
3998,Starbucks,THANK YOU AUTUM,"I keep my expectations low when I go into a Starbucks because most of the franchises have poor management of the staff and put out a inconsistent product.I took a chance on going into a Starbucks in Linden NJon 10/31/21 and true to form encountered a issue with my service and was not to surprised so I asked for a refund and was prepared to just leave say oh well.However on this day a very very sharp manager (Autum, thank you Autum) was near by and noticed a issue and stepped right in to correct the employee and offered me a store credit .Autum is a credit to the Starbuck franchise and should be acknowledged by the company. Because of Autum I will continue to patronize the Linden store on Autums days on.",5,"I keep my expectations low when I go into a Starbucks because most of the franchises have poor management of the staff and put out a inconsistent product.I took a chance on going into a Starbucks in Ridden on 10/31/21 and true to form encountered a issue with my service and was not to surprised so I asked for a refund and was prepared to just leave say oh well.However on this day a very very sharp manager (Autumn, thank you Autumn) was near by and noticed a issue and stepped right in to correct the employee and offered me a store credit .Autumn is a credit to the Starbuck franchise and should be acknowledged by the company. Because of Autumn I will continue to patronage the Ridden store on Autumn days on."
3999,Starbucks,Stepped inside Starbucks on Nolan drive…,"Stepped inside Starbucks on Nolan drive was closed at 12:45 pm for unknown reasons. Drive to another location Park BLVD location inside TomThumb. No one was available to help at Starbucks booth. An employee was sitting sipping though her own coffee, refused to help me when I asked her, hiding her name badge and she called another employee who said she is on break. After an argument between two of them, an African American teen said she is on break can't help but if you push her to do so. Requested Large Mocha, but received regular coffee blended in cold milk, she has absolutely no respect for customer satisfaction. Going forward we will find another coffee shop to buy our coffee.",1,"Stepped inside Starbucks on Woman drive was closed at 12:45 pm for unknown reasons. Drive to another location Dark BLVD location inside TomThumb. To one was available to help at Starbucks booth. In employee was sitting sipping though her own coffee, refused to help me when I asked her, hiding her name badge and she called another employee who said she is on break. After an argument between two of them, an African American been said she is on break can't help but if you push her to do so. Requested Large Hoch, but received regular coffee blended in cold milk, she has absolutely no respect for customer satisfaction. Going forward we will find another coffee shop to buy our coffee."
4000,Starbucks,Be Careful at Starbucks!!!,"Be Careful at Starbucks!!!!  They will triple charge you and never respond!On September 28th, at approximately 10:15 am I went to the drive through at a Starbucks near St Luke’s Hospital in Milwaukee, WI. My father was in the hospital and wanted gift cards for some of the staff he appreciated. I ordered 2 gift cards and two London Fogs. I got to the window and gave my credit card to pay. I was told it was declined. I was very confused but gave my debit card to pay. They returned a few minutes later saying it was declined as well but it seems to be their credit card system. They said they couldn’t give me the gift cards but would give me the drinks free since their system. I gave them cash for the gift cards since needed them for nurses. A few days later I looked at my bank and realized that the charges did go through on my credit card and debit card. I went to the Starbucks and they told me to call Starbucks customer service. I did call them and they said they couldn’t refund my money and to call my bank. I’m working with my bank but am highly disappointed. I paid $125 for two London fogs, or as others would say, two cups of tea. I’ve also emailed the Starbucks manager and their customer service with no response.",2,"He Careful at Starbucks!!!!  They will triple charge you and never respond!In September with, at approximately 10:15 am I went to the drive through at a Starbucks near It Duke’s Hospital in Milwaukee, of. By father was in the hospital and wanted gift cards for some of the staff he appreciated. I ordered 2 gift cards and two London Dogs. I got to the window and gave my credit card to pay. I was told it was declined. I was very confused but gave my debit card to pay. They returned a few minutes later saying it was declined as well but it seems to be their credit card system. They said they couldn’t give me the gift cards but would give me the drinks free since their system. I gave them cash for the gift cards since needed them for nurses. A few days later I looked at my bank and realized that the charges did go through on my credit card and debit card. I went to the Starbucks and they told me to call Starbucks customer service. I did call them and they said they couldn’t refund my money and to call my bank. I’m working with my bank but am highly disappointed. I paid $125 for two London fogs, or as others would say, two cups of tea. I’ve also remained the Starbucks manager and their customer service with no response."
4001,Starbucks,Love this place,"Love Starbucks, but wifi sucks usually",4,"Love Starbucks, but wife sucks usually"
4002,Starbucks,On October 12th,"On October 12th, my husband and I went to the E Arapahoe and S Nome location and another location and previous time.  I explained in the email for the reward program that I was requesting for my stars since I forgot my phone which had the app. I should’ve went to the corporate office in Fiddler’s Green to speak to someone who would be able to give me the stars that was justifiable via the receipt.  If they were to see the receipt in its entirety, they would’ve noticed that I didn’t use my Starbucks app which they claimed I did.   For one of my purchases today (one purchase I accidentally through away the receipt), they’re “processing “ it now.  Do I believe them?  Not really because of how I was called a liar in my eyes.",1,"In October with, my husband and I went to the E Arapahoe and S Some location and another location and previous time.  I explained in the email for the reward program that I was requesting for my stars since I forgot my phone which had the pp. I should’ve went to the corporate office in Middle’s Green to speak to someone who would be able to give me the stars that was justifiable via the receipt.  Of they were to see the receipt in its entirety, they would’ve noticed that I didn’t use my Starbucks pp which they claimed I did.   For one of my purchases today (one purchase I accidentally through away the receipt), they’re “processing “ it now.  To I believe them?  Not really because of how I was called a liar in my eyes."
4003,Starbucks,Poor quality,Why is so hard to get a full cup of coffee!!! I paid almost $8 for a white chocolate mocha and only get a half full cup!!! This is an ongoing issue at several of your location!!! I'm so sick of paying for something and not getting what I paid for. So tired of the poor service!!! The last time I told the drive thru my cup was half full and he made up this story BC the milk is steamed. I went to one location inside a Target and I never had an issue! I always got a full cup. I went inside and they fixed it but it was the fact that the guy tried to lie and then walked off from the window while I was still talking!! Worst customer service and let's face it with everything going on right now you need your customer more now than ever!!! May have to start going to Duncan doughnut BC I'm sick and tired of poor service and products!!!,1,Why is so hard to get a full cup of coffee!!! I paid almost $8 for a white chocolate much and only get a half full cup!!! His is an going issue at several of your location!!! I'm so sick of paying for something and not getting what I paid for. To tired of the poor service!!! The last time I told the drive thou my cup was half full and he made up this story of the milk is steamed. I went to one location inside a Target and I never had an issue! I always got a full cup. I went inside and they fixed it but it was the fact that the guy tried to lie and then walked off from the window while I was still talking!! Worst customer service and let's face it with everything going on right now you need your customer more now than ever!!! May have to start going to Duncan doughnut of I'm sick and tired of poor service and products!!!
4004,Starbucks,Delicious taste and the chocolate…,Delicious taste and the chocolate cupcakes are great to and the service is good to reasonable prices,3,Delicious taste and the chocolate cupcakes are great to and the service is good to reasonable prices
4005,Starbucks,Blue drinks,I wish Starbucks had blue drinks. They have every flavor of drinks except for blue drinks. It would also give them more customers because a lot of people are looking for those blue drinks.,4,I wish Starbucks had blue drinks. They have every flavor of drinks except for blue drinks. It would also give them more customers because a lot of people are looking for those blue drinks.
4006,Starbucks,No more Starbucks for me!,"At the Starbucks in the Dillons store in Great Bend, Kansas, they charged me $.70 for cream in a regular coffee. I drove several miles before drinking it, because it was so hot. When I finally took a drink, I discovered that they hadn’t put in the creamer. It’s a rip-off to charge for creamer, but to charge an exorbitant amount for something and then not provide it, is downright theft. Starbucks won’t miss me, because I didn’t do much business with them before. But they will never again get another opportunity to cheat me.",1,"It the Starbucks in the Millions store in Great End, Kansas, they charged me $.70 for cream in a regular coffee. I drove several miles before drinking it, because it was so hot. When I finally took a drink, I discovered that they hadn’t put in the dreamer. It’s a rip-off to charge for dreamer, but to charge an exorbitant amount for something and then not provide it, is downright theft. Starbucks won’t miss me, because I didn’t do much business with them before. But they will never again get another opportunity to cheat me."
4007,Starbucks,The entire order was wrong,"The entire order was wrong.  1041 W osceola pwky.  Really sorry that these places no longer care about the service they provide.  Its not cheap we expect what is sold, not what ever you want to hand out-  so upset",1,"The entire order was wrong.  1041 W osteoma poky.  Really sorry that these places no longer care about the service they provide.  Its not cheap we expect what is sold, not what ever you want to hand out-  so upset"
4008,Starbucks,Excellent Service: the barista made a solid drink and the…,"The barista made a solid drink and the manager double checked the order for accuracy. It was done so well I didnt have to check if my drink was right. Maddie made the drink very well. Sarah Mae gets a 10/10 as a manager from me, especially at 5am. Well done team....awesome job!",5,"The barest made a solid drink and the manager double checked the order for accuracy. It was done so well I didn have to check if my drink was right. Saddle made the drink very well. Sarah The gets a 10/10 as a manager from me, especially at am. Well done team....awesome job!"
4009,Starbucks,I found the experience very pleasant…,I found the experience very pleasant and the staff were very helpful and kind. I would definately go back.,5,I found the experience very pleasant and the staff were very helpful and kind. I would definitely go back.
4010,Starbucks,I am sorry … but the pandemic is not news or an excuse.,"I am sorry … but the pandemic is more than a year and a half old and you folks can’t figure how to operate a location. It’s not like you have a complicated menu offering or extensive offering of items. Coffee is pretty simple.My local Starbucks before today was in Aurora, Ohio. It is a poor excuse for a Starbucks as it moved from a large and inviting location to an ill thought out spot that is just a huge mistake; limited parking (mostly taken by the staff), an incredibly inefficient drive-up option with a incredibly undersized driveway, and a management crew that can’t run the business efficiently or effectively. The location routinely closes at 12 noon. Seriously. They can’t run an operation for more than 5 hours a day? Given your overhead this has to be a huge drain on someone’s bottom line.Duncan Donuts 200 yards away and a soon to open Coffee Shop and Bakery 200 yards in the opposite direction together are going to put an end to our local Starbucks. This is an incredibly sad state of business affairs.",1,"I am sorry … but the anaemic is more than a year and a half old and you folks can’t figure how to operate a location. It’s not like you have a complicated menu offering or extensive offering of items. Coffee is pretty simple.By local Starbucks before today was in Aurora, Ohio. It is a poor excuse for a Starbucks as it moved from a large and inviting location to an ill thought out spot that is just a huge mistake; limited parking (mostly taken by the staff), an incredibly efficient drive-up option with a incredibly undersized driveway, and a management crew that can’t run the business efficiently or effectively. The location routine closes at 12 noon. Seriously. They can’t run an operation for more than 5 hours a day? Given your overhead this has to be a huge drain on someone’s bottom line.Duncan Nuts 200 yards away and a soon to open Coffee Shop and Baker 200 yards in the opposite direction together are going to put an end to our local Starbucks. His is an incredibly sad state of business affairs."
4011,Starbucks,Always out of stock for almond milk and…,Always out of stock for almond milk and oat milk. Literally always!,1,Always out of stock for almond milk and at milk. Literally always!
4012,Starbucks,Starbucks new by in homestead sucks the…,Starbucks new by in homestead sucks the expression was like water. I did not finish my coffe when a young girl employee told that I have to be outside. I may accept if I were dress out of claim fashion . I found myself disrespected,1,Starbucks new by in homestead sucks the expression was like water. I did not finish my coffee when a young girl employee told that I have to be outside. I may accept if I were dress out of claim fashion . I found myself disrespected
4013,Starbucks,York station rubbish,At their café in York station. After 2 attempts to get a cup of tea with just a little milk they failed AND charged £3 for the pleasure. The drink is still very pale with no taste. The 1 star is for it being hot.,1,It their cafe in Work station. After 2 attempts to get a cup of tea with just a little milk they failed AND charged £3 for the pleasure. The drink is still very pale with no taste. The 1 star is for it being hot.
4014,Starbucks,Had terrible experience in glendale wis…,Had terrible experience in glendale wis and talked to a manager for the area. Never got the call back i was promised. Never got a credit on my card i was promised. Store manager never got in touch with me.  These people are terrible at dealing with customers.     Update 10/12/21. Talked to a regional manager.  Got a credit I was promised.  Will want to chat with the store manager as I still dont know why everyone was so angry. But i am going to try to resolve those questions.,1,Had terrible experience in glendale was and talked to a manager for the area. Never got the call back i was promised. Never got a credit on my card i was promised. Tore manager never got in touch with me.  These people are terrible at dealing with customers.     Update 10/12/21. Talked to a regional manager.  Not a credit I was promised.  Will want to chat with the store manager as I still dont know why everyone was so angry. But i am going to try to resolve those questions.
4015,Starbucks,My Starbucks experience,"So I visit starbucks often as one is l located at my job, i visited the location twice in two weeks time as they had just reopened, each time i visited it was if everything on the menu was unavailable besides coffee in each occasion i visited, upon my second visit besides nothing available , extremely nonchalant service was delivered, i spoke with customer service in regard because this has never been my experience at any starbucks that i have visited. I recieved a follow up email the week of september 4th beautifully written and rectifying the situation by sending me a gift card , so up until yesterday theyve called and emailed periodically almost all month now but i havent recieved a gift card as of yet, i contacted them to thank the gentlemen who made the effort to rectify the situation and also confirm that my mailing information as requested was correct to ensure that maybe the mail had went to the wrong address or improper email address if it was an ecard, i then recieved an email with an auto response with links to answer customer service questions , so after all the follow up was just as bad as the service that i recieved from the beginning, I've just decided although I enjoy the beverage,  and many other products and spend well when i visit, Sadly I will no longer patronize this or any other location.Another sad thing after i posted a review this morning theyve contacted me again saying they are having technical problems with shipping and once resolved they will attempt to rectify the poor service,however a gift card wouldnt be shipped it requires an envelope and stamp,also if there are technical issues,ecards exist also. Im sorry that this is the type the type of service going on at starbucks ,its even more troubling how the customer service department responds with responses to rectify and in the same email more excuses and more poor service.I dont want starbucks to send me anything at this point, the service is terrible and thats that,as I said I wont visit this or any other location any more. This whole experience with Starbucks has been unreal.",1,"To I visit starbucks often as one is l located at my job, i visited the location twice in two weeks time as they had just reopened, each time i visited it was if everything on the menu was available besides coffee in each occasion i visited, upon my second visit besides nothing available , extremely nonchalantly service was delivered, i spoke with customer service in regard because this has never been my experience at any starbucks that i have visited. I received a follow up email the week of september th beautifully written and ratifying the situation by sending me a gift card , so up until yesterday they called and remained periodically almost all month now but i haven received a gift card as of yet, i contracted them to thank the gentlemen who made the effort to rectify the situation and also confirm that my failing information as requested was correct to ensure that maybe the mail had went to the wrong address or improper email address if it was an card, i then received an email with an auto response with links to answer customer service questions , so after all the follow up was just as bad as the service that i received from the beginning, I've just decided although I enjoy the beverage,  and many other products and spend well when i visit, Badly I will no longer patronage this or any other location.Another sad thing after i posted a review this morning they contracted me again saying they are having technical problems with shipping and once resolved they will attempt to rectify the poor service,however a gift card wouldn be shipped it requires an envelope and stamp,also if there are technical issues,cards exist also. Am sorry that this is the type the type of service going on at starbucks ,its even more troubling how the customer service department responds with responses to rectify and in the same email more excuses and more poor service.I dont want starbucks to send me anything at this point, the service is terrible and that that,as I said I wont visit this or any other location any more. His whole experience with Starbucks has been unreal."
4016,Starbucks,Can't get my coffee correct!,I cannot seem to get a coffee without 4 ounces of half and half added. Each time I ask for a 1/2 ounce of half and half and instead I get a white colored coffee from the excessive pouring by the barista. I have sent numerous letters to corporate and all I get is a form letter that they would like to buy me a new coffee. They do not read the complaint and do not reply with the correct information. I would recommend Laughing Goat coffee or Amante.,1,I cannot seem to get a coffee without 4 ounces of half and half added. Each time I ask for a 1/2 ounce of half and half and instead I get a white colored coffee from the excessive pouring by the barest. I have sent numerous letters to corporate and all I get is a form letter that they would like to buy me a new coffee. They do not read the complaint and do not reply with the correct information. I would recommend Laughing Coat coffee or Mane.
4017,Starbucks,I love your cafe double esspreso 2…,I love your cafe double esspreso 2 suggars probalbly the best cafe in the world.,5,I love your cafe double esspreso 2 sugar probably the best cafe in the world.
4018,Starbucks,I love Starbucks but…,I love Starbucks! It is my favorite place and the drinks are great! The only reason it isn’t 4 stars is because the strawberry funnel cake is always mistaken for the strawberry frap and I don’t think the stars should have an expiration date.,4,I love Starbucks! It is my favorite place and the drinks are great! The only reason it isn’t 4 stars is because the strawberry funnel cake is always mistaken for the strawberry trap and I don’t think the stars should have an expiration date.
4019,Starbucks,Just lost a true customer is it's truly…,Just lost a true customer is it's truly insane always closing places when we get there always no food never has anything truly a disappointment will go elsewhere,1,Must lost a true customer is it's truly insane always closing places when we get there always no food never has anything truly a disappointment will go elsewhere
4020,Starbucks,"Pissed off in Puyallup, WA","I have never had so many bad coffees at 152nd & Meridian, Puyallup, WA.  They are so inconsistent with my $7.21 Venti coffee. I purchase the same drink everyday at the same Starbucks. I always seem to get a barista that doesn't know what a Breve is, or an extra shot and they burn the coffee. Today I have to throw away $7.21 down the drain, that's how bad it was! The cup had the right drink I ordered but the Barista either doesn't know how to make the drink, or, didn't pay attention! I spend a whole lot of money at $7.21 a day, seven days a week. I expect my drink to be at least drinkable.",1,"I have never had so many bad coffee at 152nd & Meridian, Puyallup, of.  They are so inconsistent with my $7.21 Went coffee. I purchase the same drink everyday at the same Starbucks. I always seem to get a barest that doesn't know what a Free is, or an extra shot and they burn the coffee. Today I have to throw away $7.21 down the drain, that's how bad it was! The cup had the right drink I ordered but the Barista either doesn't know how to make the drink, or, didn't pay attention! I spend a whole lot of money at $7.21 a day, seven days a week. I expect my drink to be at least drinkable."
4021,Starbucks,They have good service,They have good service. I have been satisfied with my order. The staffs are kind. I also like that they have outdoor tables. It makes me feel safe.,4,They have good service. I have been satisfied with my order. The staffs are kind. I also like that they have outdoor tables. It makes me feel safe.
4022,Starbucks,Popped in for a coffee on Sunday,Popped in for a coffee on Sunday. Brilliant service. What more can I say .,5,Topped in for a coffee on Sunday. Brilliant service. That more can I say .
4023,Starbucks,Shocking service,Shocking service. Ended up getting a refund,1,Shocking service. Ended up getting a refund
4024,Starbucks,Starbucks coffee is always excellent…,Starbucks coffee is always excellent and staffs of all stores that I visited are very kind and nice.But Overpriced.,4,Starbucks coffee is always excellent and staffs of all stores that I visited are very kind and nice.But Overpriced.
4025,Starbucks,What's up with them,What's up with them? One day they are open to sit down inside.  The next day they are not!  I'm not wasting my time going over there anymore.  Make up your mind.,1,That's up with them? One day they are open to sit down inside.  The next day they are not!  I'm not wasting my time going over there anymore.  Take up your mind.
4026,Starbucks,Offers best coffee at fair price,"Offers best coffee at fair price. I like the logo of the brand , its unique ,cute and feminine. The favourite of all , for me is butterscotch latte😘.",4,"Offers best coffee at fair price. I like the log of the brand , its unique ,cut and feminine. The favourite of all , for me is butterscotch late😘."
4027,Starbucks,I like Starbucks,I like Starbucks. They have best coffee. I love it!,5,I like Starbucks. They have best coffee. I love it!
4028,Starbucks,Coffee is always delicious,"I go to the Plainview location. It is usually very busy when I go, but the line goes quickly.  They are very friendly and my coffee is always delicious so I've been happy with that location.",4,"I go to the Plainview location. It is usually very busy when I go, but the line goes quickly.  They are very friendly and my coffee is always delicious so I've been happy with that location."
4029,Starbucks,I my just wanna thank victor at the…,I my just wanna thank victor at the south Greece Starbucks I love his energy and his service.,5,I my just anna thank victor at the south Greece Starbucks I love his energy and his service.
4030,Starbucks,I like the design of starbucks,I like the design of starbucks. The staff was very welcoming during my visit. It is convenient and close to where I live. I love starbucks.,4,I like the design of starbucks. The staff was very welcoming during my visit. It is convenient and close to where I live. I love starbucks.
4031,Starbucks,Starbucks coffee is always excellent…,"Starbucks coffee is always excellent and staffs of all stores that I visited are very kind and nice. Especially the one in Station Landing, MA is the best. The baristas are very cool! Coffee is very tasty.",5,"Starbucks coffee is always excellent and staffs of all stores that I visited are very kind and nice. Especially the one in Station Landing, of is the best. The baristas are very cool! Coffee is very taste."
4032,Starbucks,Overpriced,"Overpriced. Underpaid employees. Still not at $15/hour in most markets, hiding behind benefits.",1,"Overpriced. Underpaid employees. Still not at $15/hour in most markets, hiding behind benefits."
4033,Starbucks,Blackburn road Bolton was good but now…,Blackburn road Bolton was good but now there stopping reward point this is a joke cause it takes them too long they want to be quicker that just isn’t good enough,1,Blackburn road Cotton was good but now there stopping reward point this is a joke cause it takes them too long they want to be quicker that just isn’t good enough
4034,Starbucks,Mocha is chocolate,"Omg, it cost me £6 and they gave me coffee #haveyouheardofamocha",1,"My, it cost me £6 and they gave me coffee #haveyouheardofamocha"
4035,Starbucks,The food is usually quite good,"The food is usually quite good, I would say that the drinks are better than the food.  The atmosphere here is really very pleasant. They just need to tweak a few little things.",4,"The food is usually quite good, I would say that the drinks are better than the food.  The atmosphere here is really very pleasant. They just need to weak a few little things."
4036,Starbucks,Coffee seems weak needs a dark roast,I used to use a lot more as liked the ambiance and music while I worked. Lately have found the coffee too weak. Wish there were options for rich roast,3,I used to use a lot more as liked the alliance and music while I worked. Lately have found the coffee too weak. Wish there were option for rich roast
4037,Starbucks,Not sure why all the hate,"not sure why all the hate. Its good coffee, and a good company. I recently read a book about them by Howard Schultz,  they seem like they are legit looking out for their customers and their employees.",5,"not sure why all the hate. Its good coffee, and a good company. I recently read a book about them by Toward Schultz,  they seem like they are left looking out for their customers and their employees."
4038,Starbucks,Great coffee,"Great coffee, great staff, clean and simple. Love it .",5,"Great coffee, great staff, clean and simple. Love it ."
4039,Starbucks,The best and most confort place to…,The best and most confort place to spend sometime. Highly recommende.,4,The best and most comfort place to spend sometime. Highly recommended.
4040,Starbucks,Great place to work at,"Great place to work at, I had a terrific experience .",4,"Great place to work at, I had a terrific experience ."
4041,Starbucks,Allows cigar smoking,"The Starbucks at Baseline and Haven in Rancho Cucamonga, CA allows a customer to violate the non smoking policy.  They say they can’t do anything about it.  I say practice your right to refuse service to anyone and stop serving this inconsiderate self centered jerk.  I think Starbucks will survive without this customer.  Your going to lose more business if you continue to allow him on your patio calling people rude names.",1,"The Starbucks at Vaseline and Haven in Ranch Cucamonga, of allows a customer to violate the non smoking policy.  They say they can’t do anything about it.  I say practice your right to refuse service to anyone and stop serving this considerate self centered jerk.  I think Starbucks will survive without this customer.  Your going to lose more business if you continue to allow him on your ratio calling people rude names."
4042,Starbucks,I would recommend…,"I love the coffee! They have a good selection of amazing coffees, refreshers, and some bakery items. I have had a few bad experiences with the way my coffee was made or the service. Overall, I would recommend making this one of your coffee stops.",4,"I love the coffee! They have a good selection of amazing coffee, refreshed, and some baker items. I have had a few bad experiences with the way my coffee was made or the service. Overall, I would recommend making this one of your coffee stops."
4043,Starbucks,Great place to relax and great coffee…,Great place to relax and great coffee too <3,5,Great place to relax and great coffee too <3
4044,Starbucks,In two out of three last times I've…,In two out of three last times I've been to my local location - my order was prepared incorrect. Next time Im supporting a smaller local coffee shop.,2,In two out of three last times I've been to my local location - my order was prepared incorrect. Next time Am supporting a smaller local coffee shop.
4045,Starbucks,Nice place for coffee and cozy…,Nice place for coffee and cozy atmosphere to take a break from a fast-paced office environment!,5,Vice place for coffee and copy atmosphere to take a break from a fast-paced office environment!
4046,Starbucks,Love it,One of my favorite places to start a morning routine ;),4,One of my favorite places to start a morning routine ;)
4047,Starbucks,almost burnt my hand the mocha was so…,"almost burnt my hand the mocha was so hot, damn.",3,"almost burnt my hand the much was so hot, damn."
4048,Starbucks,Starbucks is the bom.com so I don't…,"Starbucks is the bom.com so I don't know what y'all taken about y'all are crazy y'all need some comen scenes so don't take about my baby like this, please.",5,"Starbucks is the boy.com so I don't know what y'all taken about y'all are crazy y'all need some come scenes so don't take about my baby like this, please."
4049,Starbucks,I will not support Starbucks who…,I will not support Starbucks who discriminate and segregate their customer based on their health status.,1,I will not support Starbucks who discriminate and aggregate their customer based on their health status.
4050,Starbucks,starbucks bellevue store #1600 waiting and waiting,"starbucks  bellevue store 1600 inside safewayimagine waiting 30 minutes for a cup of coffee.  1 barists only who keeps  saying i will be right with you.  sure sure.  meanwhile the manager sees the line forming yet insists on  stocking supplies.  i guess for  starbucks the customer is not  as important as making sure they are enough cups, lids .  the customer is not important  how long you wait is irrelevant to the manager.",1,"starbucks  believe store 1600 inside safewayimagine waiting 30 minutes for a cup of coffee.  1 arises only who keeps  saying i will be right with you.  sure sure.  meanwhile the manager sees the line forming yet insists on  stocking supplies.  i guess for  starbucks the customer is not  as important as making sure they are enough cups, lids .  the customer is not important  how long you wait is irrelevant to the manager."
4051,Starbucks,Its one of my favorite spots to go and…,Its one of my favorite spots to go and have a good cup of coffee.  Staff are friendly place is clean.,4,Its one of my favorite spots to go and have a good cup of coffee.  Staff are friendly place is clean.
4052,Starbucks,I was just went to the Starbucks at the…,I was just went to the Starbucks at the Delta Hotel in Sault  Ste Marie Ontario.  Or I should say tried to go!  They were having a staff meeting at 9:15 Monday morning and had the store closed.  Who closes  a coffee shop at 9:15 am,1,I was just went to the Starbucks at the Felt Hotel in Fault  Ate Marie Ontario.  Or I should say tried to go!  They were having a staff meeting at 9:15 Monday morning and had the store closed.  Who closes  a coffee shop at 9:15 am
4053,Starbucks,So on way to York & thought we would…,"So on way to York & thought we would stop at Starbucks. We are in the 21st century & they do nothing for Ceolics gluten free, just Kettle crisps. Time you got with the times.",2,"To on way to Work & thought we would stop at Starbucks. He are in the must century & they do nothing for Relics lumen free, just Settle crisis. Time you got with the times."
4054,Starbucks,I am not happy,"I am not happy. I needed a pick me up after a London day in London which I only had consumed vodka, juice. pawn crackers and Waitroses special cookie, so... I went to Starbucks ordering my usual but. my chai tea latte which I said to be with  two shot of chai and almond milk was with BLUE cap milk. and my chicken mozzarella and pesto toast was too toasted. at the time I was ok, I am not now. from the hours of 9:30 and now (12:42) I have been throwing up and swallowing. ""spitters are quitters x"". this inoconvenience has ruined my night before party plans which isn't just an inconvenience to me but everyone. no one wants to have badly shaven legs. ew. thanks. AND to top it off this ""drink"" and ""toastie"" has left me bloated, why on earth would you make your customers bloated. because of this very needed (or so I thought) meal I have ended up hating my self. bad toastie and drink=self pity and rage. next time I am in kings cross I'll go to Leon. you have officially lost a customer. my condolences.",1,"I am not happy. I needed a pick me up after a London day in London which I only had consumed vodka, juice. pawn cracked and Waitroses special cook, so... I went to Starbucks ordering my usual but. my chair tea late which I said to be with  two shot of chair and almond milk was with BLUE cap milk. and my chicken mozzarella and pest toast was too boasted. at the time I was ok, I am not now. from the hours of 9:30 and now (12:42) I have been throwing up and swallowing. ""sisters are quarters x"". this inconvenience has ruined my night before party plans which isn't just an inconvenience to me but everyone. no one wants to have badly shaven legs. we. thanks. AND to top it off this ""drink"" and ""taste"" has left me bloated, why on earth would you make your customers bloated. because of this very needed (or so I thought) meal I have ended up hating my self. bad taste and drink=self pity and rage. next time I am in kings cross I'll go to Leon. you have officially lost a customer. my condolence."
4055,Starbucks,I visited Starbucks New Brighton Wirral…,"I visited Starbucks New Brighton Wirral Merseyside, amazing staff , great coffee , but I felt so sorry for the staff as the shop itself is so hot , don’t think the air conditioning is working , I was sweating whilst standing in the que , not good at all , windows all round so like a green house , please install air conditioning or get it fixed ! ! ! I wouldn’t return due to this",2,"I visited Starbucks New Frighten Wirral Merseyside, amazing staff , great coffee , but I felt so sorry for the staff as the shop itself is so hot , don’t think the air conditioning is working , I was sweating whilst standing in the que , not good at all , windows all round so like a green house , please install air conditioning or get it fixed ! ! ! I wouldn’t return due to this"
4056,Starbucks,I went to the Starbucks in Racine…,I went to the Starbucks in Racine Wisconsin on Durand Avenue yesterday… not only they got my order wrong but the barista was super rude about my daughter and I do not like whipped cream and instead of making new drinks she just removed the whipped cream from drink. I’m very disappointed with the service since I usually have only great experiences with this store.,1,I went to the Starbucks in Facing Wisconsin on Grand Avenue yesterday… not only they got my order wrong but the barest was super rude about my daughter and I do not like whipped cream and instead of making new drinks she just removed the whipped cream from drink. I’m very disappointed with the service since I usually have only great experiences with this store.
4057,Starbucks,mornings are not the same without my…,mornings are not the same without my mocha,4,mornings are not the same without my much
4058,Starbucks,I love it,I love it.  Staff is friendly and make my frappuccino just the way I like it.  It's relaxing to be in there and they put nice music.,4,I love it.  Staff is friendly and make my frappuccino just the way I like it.  It's relaxing to be in there and they put nice music.
4059,Starbucks,they cant even listen to my order on…,"they cant even listen to my order on how to make my drink. i ask them to repeat it two times and its wrong, the two girls at the front window at the w colorado ave location across the street from safeway need to learn customer service and how to be polite and just listen to the order. always repeat it back, be professional, come on now. the prices are far too  exspensive for them to screw my order up all the time. pay attention. ask questions. customer service.",1,"they can even listen to my order on how to make my drink. i ask them to repeat it two times and its wrong, the two girls at the front window at the w colorado ave location across the street from safety need to learn customer service and how to be polite and just listen to the order. always repeat it back, be professional, come on now. the prices are far too  expensive for them to screw my order up all the time. pay attention. ask questions. customer service."
4060,Starbucks,The service in this Starbucks is…,"The service in this Starbucks is amazing! However, it is quite a small store and it doesn't have all the food and appliances a regular Starbucks would have. I would recommend to improve it in that sense!",4,"The service in this Starbucks is amazing! However, it is quite a small store and it doesn't have all the food and appliances a regular Starbucks would have. I would recommend to improve it in that sense!"
4061,Starbucks,None of their business!!,I went to Starbucks Golden Square Warrington today and the cashier asked my phone number + name and she also asked how many people living with me. She then asked all their names!! How dare they ask that?!?! Covid or not its NONE OF YOUR BUSUNESS STARBUCKS!! I am done! You lost my custom! People should NEVER comply with Big Brother!,1,I went to Starbucks Golden Square Barrington today and the cashier asked my phone number + name and she also asked how many people living with me. The then asked all their names!! Now dare they ask that?!?! Moved or not its NONE of YOUR BUSUNESS STARBUCKS!! I am done! You lost my custom! People should NEVER comply with Fig Brother!
4062,Starbucks,My friends gave me a small present as a…,"My friends gave me a small present as a thermo mug from Starbucks. In the beginning I did use it  a couple of times, but then slowelly a start use it more and more and for now I use it everyday. It's very comfortable and it keeps the drink's temperature a long time. For example coffee can be hot for around 30-40 minutes. So I am very happy with this present.",4,"By friends gave me a small present as a thermo mug from Starbucks. In the beginning I did use it  a couple of times, but then slowly a start use it more and more and for now I use it everyday. It's very comfortable and it keeps the drink's temperature a long time. For example coffee can be hot for around 30-40 minutes. To I am very happy with this present."
